141,304,307,163,64
173,16,57,24,11
198,40,56,152,31
111,20,75,69,118
72,242,177,318,424
136,8,25,35,26
115,12,67,76,41
69,144,9,28,139
34,202,266,158,11
20,2,3,2,0
20,10,12,55,113
88,201,112,162,156
107,38,61,68,42
37,87,139,182,130
41,279,244,132,58
142,61,58,50,56
23,5,1,0,0
105,267,163,152,212
366,16,80,171,36
149,77,111,139,253
33,186,165,82,1
43,15,49,46,0
83,44,26,25,17
0,14,12,3,8
6,23,29,3,364
3,2,11,20,4
